lambda,trials,seedSurvivalChance,error
0.9,1000,0.0,0.0
1.5,1000,0.58,0.04020274632420984
2.1,1000,0.842,0.029709932753432144
2.7,1000,0.914,0.022837018466224324
3.3,1000,0.96,0.015961830392508647
3.9,1000,0.979,0.011679333851739804
