seedResourceAcquisitionFitness,turn,seedPopulation,error
1.4,6,6.16,1.6666869621325873
1.4,7,7.8,2.09285140207425
1.4,8,10.145,2.5999547160845626
1.4,9,12.73,3.1185469744379635
1.4,10,15.975,3.8323820600748704
1.4,11,18.895,4.326335074870045
1.4,12,21.975,4.9316348322910635
1.4,13,25.595,5.464981624866432
1.4,14,28.66,5.922347496534094
1.4,15,32.475,6.494613724281088
1.4,16,36.245,7.0830973053110675
1.4,17,38.325,7.401755144878173
1.4,18,41.11,7.790740189153894
1.4,19,42.71,7.966199078580523
1.4,20,43.93,8.05836392845211
1.4,21,45.22,8.216131576191003
1.4,22,46.37,8.370539882648046
1.4,23,47.17,8.460356539093269
1.4,24,48.15,8.591322339217818
1.4,25,49.475,8.80643487265447
1.4,26,49.94,8.881488573549042
1.4,27,50.06,8.858655589003888
1.4,28,50.035,8.863817086033876
1.4,29,50.5,8.919680704318715
1.4,30,50.48,8.920386589198046
1.4,31,50.495,8.924254157397478
1.4,32,50.595,8.949034852341747
1.4,33,50.25,8.884534325518239
1.4,34,50.52,8.933783348795245
1.4,35,50.41,8.91025096558326
1.4,36,50.48,8.92107456865238
1.4,37,50.5,8.925016225935963
1.4,38,50.835,8.985136868091736
1.4,39,50.605,8.946435835753483
1.4,40,50.595,8.949461152467137
1.4,41,50.56,8.942202800077212
1.4,42,50.56,8.942202800077212
1.4,43,50.56,8.942202800077212
1.4,44,50.56,8.942202800077212
1.4,45,50.56,8.942202800077212
1.4,46,50.56,8.942202800077212
1.4,47,50.56,8.942202800077212
1.4,48,50.56,8.942202800077212
1.4,49,50.56,8.942202800077212
1.4,50,50.56,8.942202800077212
1.45,0,1.0,0.0
1.45,1,1.365,0.21564591559888768
1.45,2,2.035,0.41509131582080183
1.45,3,3.0,0.7002277192567199
1.45,4,4.185,1.0198263344483727
1.45,5,5.695,1.4078029458446846
1.45,6,8.15,2.0705205873263726
1.45,7,10.48,2.5984590156929617
1.45,8,13.385,3.209656829740206
1.45,9,16.84,3.7799994441830815
1.45,10,21.225,4.591499275666713
1.45,11,25.1,5.218804346051115
1.45,12,29.785,6.088006139441962
1.45,13,32.09,6.356852132558011
1.45,14,36.67,7.060735518509709
1.45,15,39.355,7.406749965540804
1.45,16,41.77,7.70469491176231
1.45,17,44.09,7.98403607994284
1.45,18,45.09,8.11055373526878
1.45,19,48.29,8.536058719165105
1.45,20,48.51,8.524710679795348
1.45,21,49.805,8.70324842820699
1.45,22,50.115,8.723018031289335
1.45,23,50.75,8.793991208564826
1.45,24,51.605,8.92174274115132
1.45,25,51.985,8.965578563857342
1.45,26,52.02,8.955906235856986
1.45,27,52.185,8.980082737834678
1.45,28,52.26,8.988873701749043
1.45,29,52.535,9.01891379193237
1.45,30,52.915,9.073425493801487
1.45,31,53.03,9.084937720793079
1.45,32,52.875,9.061922300077256
1.45,33,52.745,9.03837173227079
1.45,34,53.0,9.079478594255193
1.45,35,53.015,9.080784318252931
1.45,36,52.99,9.077358967552406
1.45,37,52.995,9.078208768721268
1.45,38,52.955,9.071917541401277
1.45,39,52.955,9.071917541401277
1.45,40,52.955,9.071917541401277
1.45,41,52.955,9.071917541401277
1.45,42,52.955,9.071917541401277
1.45,43,52.955,9.071917541401277
1.45,44,52.955,9.071917541401277
1.45,45,52.955,9.071917541401277
1.45,46,52.955,9.071917541401277
1.45,47,52.955,9.071917541401277
1.45,48,52.955,9.071917541401277
1.45,49,52.955,9.071917541401277
1.45,50,52.955,9.071917541401277
1.5,0,1.0,0.0
1.5,1,1.41,0.22022210766670214
1.5,2,2.145,0.43500163413376947
1.5,3,3.035,0.7318205991742488
1.5,4,4.245,1.0924519196498377
1.5,5,5.915,1.543433125008006
1.5,6,8.28,2.104640123635053
1.5,7,10.995,2.73022702892456
1.5,8,14.21,3.420842420321467
1.5,9,18.165,4.1791898735644395
1.5,10,22.74,4.9755275169231545
1.5,11,26.83,5.572165680496248
1.5,12,31.46,6.21983683686571
1.5,13,35.23,6.794813851892155
1.5,14,39.695,7.53057248839837
1.5,15,41.58,7.716110683330214
1.5,16,44.04,7.970929479816412
1.5,17,46.53,8.325467431592877
1.5,18,48.16,8.57074910356566
1.5,19,49.275,8.702757462796797
1.5,20,49.72,8.727048050322352
1.5,21,50.535,8.830040488204403
1.5,22,51.235,8.914006631676429
1.5,23,51.19,8.914181778367784
1.5,24,51.44,8.91718176508867
1.5,25,51.535,8.95986732770885
1.5,26,51.765,8.97664459948615
1.5,27,51.545,8.954439946493203
1.5,28,52.51,9.125181875439964
1.5,29,52.575,9.118843883408779
1.5,30,52.545,9.115266286104891
1.5,31,52.25,9.069438830249247
1.5,32,52.405,9.090781811178886
1.5,33,52.465,9.102065205457485
1.5,34,52.41,9.091622786226893
1.5,35,52.365,9.084705248363328
1.5,36,52.365,9.084705248363328
1.5,37,52.365,9.084705248363328
1.5,38,52.365,9.084705248363328
1.5,39,52.365,9.084705248363328
1.5,40,52.365,9.084705248363328
1.5,41,52.365,9.084705248363328
1.5,42,52.365,9.084705248363328
1.5,43,52.365,9.084705248363328
1.5,44,52.365,9.084705248363328
1.5,45,52.365,9.084705248363328
1.5,46,52.365,9.084705248363328
1.5,47,52.365,9.084705248363328
1.5,48,52.365,9.084705248363328
1.5,49,52.365,9.084705248363328
1.5,50,52.365,9.084705248363328
1.55,0,1.0,0.0
1.55,1,1.47,0.22001110915758382
1.55,2,2.225,0.4143153575472984
1.55,3,3.17,0.6501379895194228
1.55,4,4.96,1.1282073540502697
1.55,5,6.905,1.5718466741149415
1.55,6,9.845,2.2323761291834234
1.55,7,13.87,3.0529994408797254
1.55,8,18.02,3.791676730699706
1.55,9,22.7,4.6069194965124645
1.55,10,27.89,5.372712837181847
1.55,11,32.685,6.112822773504121
1.55,12,36.625,6.560846006968031
1.55,13,41.615,7.226307145824876
1.55,14,45.015,7.712715953169294
1.55,15,47.41,7.9503711067871805
1.55,16,49.625,8.285395046465744
1.55,17,51.8,8.468761114161786
1.55,18,52.94,8.616305724854357
1.55,19,53.5,8.63882613369934
1.55,20,54.635,8.778273164683235
1.55,21,55.135,8.82646685580665
1.55,22,55.2,8.789128178970302
1.55,23,55.835,8.879754085998194
1.55,24,56.05,8.919025163196721
1.55,25,56.14,8.906449717065861
1.55,26,55.925,8.857575082297288
1.55,27,55.885,8.860331960333681
1.55,28,55.92,8.856009820172979
1.55,29,55.855,8.846978092396675
1.55,30,55.86,8.847140129558277
1.55,31,55.885,8.851228980198492
1.55,32,55.795,8.838384980340038
1.55,33,55.885,8.851228980198492
1.55,34,55.91,8.857654716877576
1.55,35,55.91,8.857654716877576
1.55,36,55.91,8.857654716877576
1.55,37,55.91,8.857654716877576
1.55,38,55.91,8.857654716877576
1.55,39,55.91,8.857654716877576
1.55,40,55.91,8.857654716877576
1.55,41,55.91,8.857654716877576
1.55,42,55.91,8.857654716877576
1.55,43,55.91,8.857654716877576
1.55,44,55.91,8.857654716877576
1.55,45,55.91,8.857654716877576
1.55,46,55.91,8.857654716877576
1.55,47,55.91,8.857654716877576
1.55,48,55.91,8.857654716877576
1.55,49,55.91,8.857654716877576
1.55,50,55.91,8.857654716877576
1.6,0,1.0,0.0
1.6,1,1.605,0.24632356780110154
1.6,2,2.53,0.45092097288393607
1.6,3,3.83,0.7349265781385457
1.6,4,6.065,1.2191154780631246
1.6,5,9.31,1.894888829490097
1.6,6,13.52,2.671481472721693
1.6,7,18.275,3.474407883632278
1.6,8,24.585,4.617466896659028
1.6,9,30.015,5.320302861924592
1.6,10,35.925,6.037502604744663
1.6,11,40.935,6.580275405949877
1.6,12,46.225,7.0966653812367895
1.6,13,50.96,7.575080869189392
1.6,14,55.635,8.108017105738348
1.6,15,58.21,8.306811685602987
1.6,16,60.01,8.453057664680848
1.6,17,60.81,8.503580524199407
1.6,18,61.075,8.533383441040023
1.6,19,62.5,8.683009402920995
1.6,20,62.56,8.678148977532167
1.6,21,62.74,8.690212869136339
1.6,22,63.44,8.781115812371986
1.6,23,63.28,8.743871773537194
