seedResourceAcquisitionFitness,turn,seedPopulation,error
1.1,22,272.538,17.212982849070755
1.1,23,272.792,17.198841527858207
1.1,24,272.992,17.18600838354024
1.1,25,273.11,17.17730970084051
1.1,26,273.25,17.168418722278034
1.1,27,273.375,17.160783847880396
1.1,28,273.443,17.153442541199922
1.1,29,273.512,17.14566095912727
1.1,30,273.656,17.135110357623205
1.1,31,273.753,17.127273422004293
1.1,32,273.839,17.121283182582033
1.1,33,273.885,17.116078863248333
1.1,34,273.979,17.109252068281478
1.1,35,274.087,17.099861511076483
1.1,36,274.195,17.091594837149614
1.1,37,274.239,17.086844768868218
1.1,38,274.274,17.083442698432407
1.1,39,274.313,17.080454248984722
1.1,40,274.431,17.070339172819104
1.1,41,274.484,17.06607530934025
1.1,42,274.534,17.06209942700997
1.1,43,274.606,17.055952252654322
1.1,44,274.712,17.04708607575833
1.1,45,274.73,17.04578179166998
1.1,46,274.682,17.049545281422468
1.1,47,274.718,17.045276429482612
1.1,48,274.837,17.03614135803059
1.1,49,274.866,17.033796961271207
1.1,50,274.938,17.028951133386954
1.15,0,1.0,0.0
1.15,1,1.736,0.09611343858789079
1.15,2,3.216,0.22554829780882946
1.15,3,5.97,0.47102544616104147
1.15,4,11.29,0.9412811263472314
1.15,5,20.801,1.7930610303009757
1.15,6,37.059,3.1624423870164122
1.15,7,61.639,5.129622058207403
1.15,8,94.085,7.499434796895244
1.15,9,132.945,10.16462191086093
1.15,10,174.009,12.798992532554962
1.15,11,210.607,14.940390521465531
1.15,12,236.318,16.214830709748412
1.15,13,250.592,16.7563213123544
1.15,14,258.955,17.00095870127501
1.15,15,263.394,17.06207802372728
1.15,16,265.805,17.06848579545013
1.15,17,267.133,17.044888893260236
1.15,18,267.761,17.009096318365266
1.15,19,267.941,16.9970350102829
1.15,20,268.377,16.974151637593167
1.15,21,268.432,16.967176570841474
1.15,22,268.529,16.960848662791705
1.15,23,268.766,16.943831246730042
1.15,24,268.866,16.9375332053136
1.15,25,268.888,16.93140183759047
1.15,26,269.048,16.91833858449067
1.15,27,269.052,16.91790632712565
1.15,28,269.169,16.907585489588172
1.15,29,269.253,16.900743918091024
1.15,30,269.25,16.90011391511797
1.15,31,269.423,16.886799033663976
1.15,32,269.472,16.88259544479567
1.15,33,269.611,16.871384963945417
1.15,34,269.649,16.867822039054516
1.15,35,269.718,16.862565458917345
1.15,36,269.764,16.858317392238604
1.15,37,269.904,16.848146191941623
1.15,38,269.94,16.844569980707803
1.15,39,270.008,16.83871134207314
1.15,40,270.133,16.828928642298592
1.15,41,270.135,16.828385638142294
1.15,42,270.295,16.81659470315978
1.15,43,270.397,16.80922603681958
1.15,44,270.438,16.805715203223286
1.15,45,270.414,16.80690201859491
1.15,46,270.467,16.802897428334006
1.15,47,270.538,16.79836565725168
1.15,48,270.42,16.8062018748397
1.15,49,270.468,16.802687765896025
1.15,50,270.518,16.799050352250134
1.2,0,1.0,0.0
1.2,1,1.845,0.09509573173795394
1.2,2,3.526,0.2352244724989614
1.2,3,6.885,0.5150098384212569
1.2,4,13.265,1.0524359889447652
1.2,5,24.562,2.000615555330487
1.2,6,43.504,3.5108600501739247
1.2,7,71.275,5.566111070800275
1.2,8,107.659,8.066577330409316
1.2,9,149.111,10.705331490503482
1.2,10,190.638,13.244457152930465
1.2,11,224.361,14.9496225749281
1.2,12,246.612,15.94703420381029
1.2,13,258.544,16.313758633703202
1.2,14,264.913,16.41971464850289
1.2,15,268.562,16.40044255457127
1.2,16,270.226,16.338598149628353
1.2,17,271.392,16.291858348623975
1.2,18,272.399,16.232483842387637
1.2,19,272.579,16.219651214126657
1.2,20,273.291,16.17299454851519
1.2,21,273.523,16.150615594239127
1.2,22,273.787,16.125899407684017
1.2,23,274.06,16.10576576391901
1.2,24,274.418,16.076479599788854
1.2,25,274.634,16.056192249633284
1.2,26,274.741,16.04762244400598
1.2,27,275.054,16.021974049211224
1.2,28,275.11,16.01748129797619
1.2,29,275.35,15.995266063744623
1.2,30,275.559,15.979451945269716
1.2,31,275.579,15.975932043592366
1.2,32,275.814,15.95657738011846
1.2,33,275.932,15.946751681051524
1.2,34,276.006,15.940688989541115
1.2,35,276.139,15.929647263025231
1.2,36,276.116,15.93140627817536
1.2,37,276.251,15.920306381599119
1.2,38,276.352,15.912837617558012
1.2,39,276.403,15.90858048375918
1.2,40,276.33,15.91433419882867
1.2,41,276.289,15.917119431449123
1.2,42,276.615,15.890827044149603
1.2,43,276.649,15.888206206154337
1.2,44,276.473,15.901695493977115
1.2,45,276.61,15.890590955291202
1.2,46,276.637,15.888804495440127
1.2,47,276.632,15.888893303638667
1.2,48,276.692,15.884983130497972
1.2,49,276.737,15.880725256276833
1.2,50,276.719,15.882070544469912
1.25,0,1.0,0.0
1.25,1,1.917,0.09916477820393754
1.25,2,3.739,0.24249594997105062
1.25,3,7.14,0.5186213381368319
1.25,4,13.808,1.0720808764474068
1.25,5,26.36,2.0887361545536933
1.25,6,47.293,3.702814562690321
1.25,7,77.437,5.829984367188743
1.25,8,115.59,8.382980927020213
1.25,9,157.793,11.000937285651702
1.25,10,199.452,13.43965930041503
1.25,11,231.486,15.098209741834893
1.25,12,251.181,15.948272092217252
1.25,13,260.63,16.173075937100236
1.25,14,265.444,16.169646711347525
1.25,15,268.414,16.169963840246027
1.25,16,270.288,16.10988330335033
1.25,17,271.333,16.069993991031083
1.25,18,271.996,16.02658222870832
1.25,19,272.57,15.983751031427687
1.25,20,273.259,15.934007185319558
1.25,21,273.543,15.9129935684756
1.25,22,273.895,15.879607226067208
1.25,23,274.152,15.859036687944581
1.25,24,274.505,15.82925595046953
1.25,25,274.787,15.806775354145032
1.25,26,274.947,15.792847481718354
1.25,27,275.055,15.782189588015854
1.25,28,275.453,15.7512747066217
1.25,29,275.479,15.747934377367244
1.25,30,275.644,15.734511284506368
1.25,31,275.751,15.725189384368207
1.25,32,275.852,15.71676398948722
1.25,33,276.002,15.70497553739932
1.25,34,275.939,15.70922233511078
1.25,35,276.146,15.693196999291729
1.25,36,276.126,15.69441657712781
1.25,37,276.23,15.686525341558138
1.25,38,276.134,15.693659810120778
1.25,39,276.274,15.6832803819849
1.25,40,276.271,15.683187020781645
1.25,41,276.302,15.680319533665681
1.25,42,276.313,15.679605314743526
1.25,43,276.323,15.67895822188973
1.25,44,276.372,15.674844650069645
1.25,45,276.365,15.675524038348954
1.25,46,276.316,15.679520495931627
1.25,47,276.381,15.674515379567197
1.25,48,276.384,15.673980901898403
1.25,49,276.373,15.675024598316497
1.25,50,276.367,15.675392515898125
1.3,0,1.0,0.0
1.3,1,1.917,0.09842604081752793
1.3,2,3.741,0.243520365459037
1.3,3,7.471,0.5303279051391208
1.3,4,14.736,1.1165092610430225
1.3,5,28.166,2.200401250071568
1.3,6,50.313,3.866781407973633
1.3,7,82.251,6.085842508404582
1.3,8,121.982,8.633118412536817
1.3,9,165.525,11.207808737890105
1.3,10,206.339,13.458420472628944
1.3,11,237.001,14.91577523796272
1.3,12,253.78,15.547992360477707
1.3,13,262.389,15.654820318630385
1.3,14,266.841,15.676521206507687
1.3,15,269.417,15.630824784033734
1.3,16,270.526,15.59362030018417
1.3,17,271.553,15.540532835839372
1.3,18,272.225,15.507256659976804
1.3,19,272.827,15.46033327686348
1.3,20,273.259,15.427067253073858
1.3,21,273.433,15.413400862630624
1.3,22,273.891,15.375029769144248
1.3,23,274.087,15.357678293366575
1.3,24,274.302,15.33809884390729
1.3,25,274.686,15.30631668421995
1.3,26,274.723,15.303455673636336
1.3,27,274.818,15.294996100459514
1.3,28,274.946,15.28370549355094
1.3,29,275.077,15.27328533222186
1.3,30,275.21,15.262932140213195
1.3,31,275.292,15.255655773328499
1.3,32,275.25,15.258502620167292
1.3,33,275.28,15.256300489973569
1.3,34,275.334,15.251832337612939
1.3,35,275.34,15.251486480901576
1.3,36,275.344,15.250991245462558
1.3,37,275.346,15.250920032467775
1.3,38,275.333,15.251895778395635
1.3,39,275.356,15.250029674470852
1.3,40,275.378,15.248239206257551
1.3,41,275.428,15.244413038190373
1.3,42,275.361,15.249516585932838
1.3,43,275.42,15.245063000262007
1.3,44,275.381,15.248057480043883
1.3,45,275.391,15.247352613076998
1.3,46,275.399,15.246621037527177
1.3,47,275.415,15.245431879510818
1.3,48,275.388,15.247488235248738
1.3,49,275.404,15.246267018049764
1.3,50,275.39,15.247329502421849
1.35,0,1.0,0.0
1.35,1,1.951,0.0989802085579301
1.35,2,3.952,0.25993801179556897
1.35,3,8.12,0.5961673315142857
1.35,4,16.374,1.270926091656234
1.35,5,31.238,2.4336548620146985
1.35,6,55.594,4.195384035259885
1.35,7,89.838,6.457874667330245
1.35,8,131.183,8.976547268999113
1.35,9,175.791,11.575573790760615
1.35,10,216.365,13.786590122786265
1.35,11,244.577,15.034265926117769
1.35,12,258.904,15.532352106581271
1.35,13,266.243,15.703206964738001
1.35,14,269.81,15.613547329381731
1.35,15,271.748,15.551146668258582
1.35,16,272.929,15.484979141670635
1.35,17,273.918,15.432149841168382
1.35,18,274.502,15.399269280583951
1.35,19,275.109,15.358548299105735
1.35,20,275.437,15.332085988333233
1.35,21,275.774,15.304988356954368
1.35,22,276.074,15.279137792217625
1.35,23,276.439,15.247738621699284
1.35,24,276.658,15.229791329913041
1.35,25,276.801,15.21767239828722
1.35,26,276.955,15.205004301361782
1.35,27,277.107,15.192306206809747
1.35,28,277.072,15.194220975358064
1.35,29,277.11,15.191009583995083
1.35,30,277.165,15.186615505169357
1.35,31,277.29,15.176589505068762
1.35,32,277.321,15.173940415060656
1.35,33,277.284,15.176971910938391
1.35,34,277.338,15.172541961526008
1.35,35,277.372,15.16968174345925
1.35,36,277.323,15.173515551936703
1.35,37,277.362,15.170481106437649
1.35,38,277.392,15.168259478512141
1.35,39,277.356,15.170904528212873
1.35,40,277.396,15.167707630187351
1.35,41,277.425,15.16545099210299
1.35,42,277.383,15.168714820192406
1.35,43,277.378,15.169112156274764
1.35,44,277.4,15.167490839011293
1.35,45,277.349,15.171478735158132
1.35,46,277.391,15.168128204552488
1.35,47,277.394,15.16788994791142
1.35,48,277.394,15.16788994791142
1.35,49,277.394,15.16788994791142
1.35,50,277.394,15.16788994791142
1.4,0,1.0,0.0
1.4,1,1.984,0.09955318673149449
