seedResourceAcquisitionFitness,turn,seedPopulation,error
1.3,15,255.43,51.1244855522844
1.3,16,256.49,50.92930448067386
1.3,17,256.97,50.85200430087809
1.3,18,257.42,50.75724002100401
1.3,19,257.65,50.71178455934819
1.3,20,257.69,50.70938131778195
1.3,21,258.24,50.60412023543083
1.3,22,258.26,50.60230427723715
1.3,23,258.25,50.603192662616976
1.3,24,258.37,50.57682200169572
1.3,25,258.36,50.57873548863944
1.3,26,258.42,50.566923488270476
1.3,27,258.27,50.59864902125253
1.3,28,258.35,50.58098982484256
1.3,29,258.41,50.569074174675904
1.3,30,258.27,50.59759998685985
1.3,31,258.27,50.59759998685985
1.3,32,258.27,50.59759998685985
1.3,33,258.27,50.59759998685985
1.3,34,258.27,50.59759998685985
1.3,35,258.27,50.59759998685985
1.3,36,258.27,50.59759998685985
1.3,37,258.27,50.59759998685985
1.3,38,258.27,50.59759998685985
1.3,39,258.27,50.59759998685985
1.3,40,258.27,50.59759998685985
1.3,41,258.27,50.59759998685985
1.3,42,258.27,50.59759998685985
1.3,43,258.27,50.59759998685985
1.3,44,258.27,50.59759998685985
1.3,45,258.27,50.59759998685985
1.3,46,258.27,50.59759998685985
1.3,47,258.27,50.59759998685985
1.3,48,258.27,50.59759998685985
1.3,49,258.27,50.59759998685985
1.3,50,258.27,50.59759998685985
1.35,0,1.0,0.0
1.35,1,1.83,0.3155890252811866
1.35,2,3.59,0.74751880032639
1.35,3,7.01,1.6691274510570508
1.35,4,14.71,3.787834720384158
1.35,5,28.45,7.39324710771783
1.35,6,52.0,13.159185627919861
1.35,7,83.61,20.329834399652768
1.35,8,122.44,28.082737729477273
1.35,9,164.68,35.53944192324752
1.35,10,207.5,42.76299462434969
1.35,11,238.42,47.682993171185785
1.35,12,255.17,50.05083646092194
1.35,13,262.7,50.584559263754954
1.35,14,266.17,50.28387023748223
1.35,15,267.34,49.96073391000212
1.35,16,268.58,49.679770500964594
1.35,17,269.85,49.40061030836705
1.35,18,270.31,49.31544365104821
1.35,19,270.95,49.17336231065326
1.35,20,271.71,49.005276654156035
1.35,21,271.44,49.042928436153375
1.35,22,272.06,48.89581936755479
1.35,23,271.74,48.96558173688055
1.35,24,272.56,48.75664973023345
1.35,25,271.98,48.89822327325308
1.35,26,272.51,48.764938793605154
1.35,27,272.37,48.806353273838965
1.35,28,272.47,48.778991093529754
1.35,29,272.61,48.742189906818965
1.35,30,272.63,48.734386210220094
1.35,31,272.47,48.7739717137481
1.35,32,272.52,48.76302012340108
1.35,33,272.99,48.652015343452774
1.35,34,272.59,48.74503750112612
1.35,35,272.59,48.74503750112612
1.35,36,272.56,48.752798460899186
1.35,37,272.85,48.6828109708795
1.35,38,272.75,48.70567477538617
1.35,39,272.76,48.70332818712586
1.35,40,272.75,48.70567477538617
1.35,41,272.75,48.70567477538617
1.35,42,272.75,48.70567477538617
1.35,43,272.75,48.70567477538617
1.35,44,272.75,48.70567477538617
1.35,45,272.75,48.70567477538617
1.35,46,272.75,48.70567477538617
1.35,47,272.75,48.70567477538617
1.35,48,272.75,48.70567477538617
1.35,49,272.75,48.70567477538617
1.35,50,272.75,48.70567477538617
1.4,0,1.0,0.0
1.4,1,2.17,0.345689344182017
1.4,2,4.56,0.9410206373713041
1.4,3,9.84,2.243108117769813
1.4,4,20.26,4.717724015417188
1.4,5,39.13,8.830448911878513
1.4,6,69.34,15.060573267241907
1.4,7,110.22,22.631224534006037
1.4,8,155.11,30.540492498072965
1.4,9,202.55,38.757345100422015
1.4,10,240.63,44.60189062430476
1.4,11,261.01,46.367424448499975
1.4,12,270.14,46.90278937858025
1.4,13,274.22,46.52229514534861
1.4,14,275.48,46.500582258372276
1.4,15,277.65,46.09441140899392
1.4,16,279.0,45.79739026261632
1.4,17,279.07,45.73541796739411
1.4,18,278.97,45.717515566432155
1.4,19,279.22,45.65701698086957
1.4,20,280.04,45.424556890862476
1.4,21,280.06,45.41196295976704
1.4,22,280.21,45.36912643843732
1.4,23,280.59,45.26676988656803
1.4,24,280.8,45.21309086524076
1.4,25,280.45,45.303387829597256
1.4,26,280.18,45.378442375285715
1.4,27,280.38,45.32548839295296
1.4,28,280.46,45.30372533332479
1.4,29,280.48,45.29808739514081
1.4,30,280.51,45.28973794746432
1.4,31,280.54,45.28151751463179
1.4,32,280.55,45.27880605249655
1.4,33,280.52,45.28698346471202
1.4,34,280.64,45.255048740152176
1.4,35,280.57,45.2734261669201
1.4,36,280.57,45.2734261669201
1.4,37,280.57,45.2734261669201
1.4,38,280.57,45.2734261669201
1.4,39,280.57,45.2734261669201
1.4,40,280.57,45.2734261669201
1.4,41,280.57,45.2734261669201
1.4,42,280.57,45.2734261669201
1.4,43,280.57,45.2734261669201
1.4,44,280.57,45.2734261669201
1.4,45,280.57,45.2734261669201
1.4,46,280.57,45.2734261669201
1.4,47,280.57,45.2734261669201
1.4,48,280.57,45.2734261669201
1.4,49,280.57,45.2734261669201
1.4,50,280.57,45.2734261669201
1.45,0,1.0,0.0
1.45,1,2.12,0.39784682141995553
1.45,2,4.68,1.013371973324534
1.45,3,10.69,2.5247581915043913
1.45,4,21.8,5.565102905988962
1.45,5,40.67,10.19924682774731
1.45,6,70.62,16.810588272094627
1.45,7,110.03,24.371142085693265
1.45,8,155.3,32.41489546297848
1.45,9,200.28,39.83671508465079
1.45,10,231.1,43.52711780814107
1.45,11,251.52,45.6808999571582
1.45,12,261.39,46.937446798189455
1.45,13,267.15,47.45384234466883
1.45,14,268.58,47.20962042629782
1.45,15,269.52,47.152896245206506
1.45,16,270.62,46.85857285086803
1.45,17,270.81,46.80001422325063
1.45,18,271.13,46.7143621495631
1.45,19,270.98,46.753252920699026
1.45,20,271.15,46.70752597208832
1.45,21,270.86,46.777386668877625
1.45,22,271.28,46.67040305150613
1.45,23,271.17,46.69625534450273
1.45,24,271.04,46.73384852884868
1.45,25,271.59,46.591264008564394
1.45,26,271.54,46.60442513405667
1.45,27,271.32,46.65886920367319
1.45,28,271.4,46.6377778659226
1.45,29,271.33,46.65498946771339
1.45,30,271.34,46.65248881703613
1.45,31,271.28,46.66770183884347
1.45,32,271.34,46.65248881703613
1.45,33,271.38,46.64262570100314
1.45,34,271.22,46.68341644050571
1.45,35,271.35,46.6500021128021
1.45,36,271.34,46.65248881703613
1.45,37,271.26,46.67288433298913
1.45,38,271.43,46.630610816002445
1.45,39,271.54,46.60540745073462
1.45,40,271.54,46.60540745073462
1.45,41,271.54,46.60540745073462
1.45,42,271.54,46.60540745073462
1.45,43,271.54,46.60540745073462
1.45,44,271.54,46.60540745073462
1.45,45,271.54,46.60540745073462
1.45,46,271.54,46.60540745073462
1.45,47,271.54,46.60540745073462
1.45,48,271.54,46.60540745073462
1.45,49,271.54,46.60540745073462
1.45,50,271.54,46.60540745073462
1.5,0,1.0,0.0
1.5,1,2.07,0.31390261136499964
1.5,2,4.62,0.8603269873853328
1.5,3,9.67,1.9522186331169973
1.5,4,19.77,4.298912488116391
1.5,5,38.89,8.697602988949015
1.5,6,67.82,14.721236529312932
1.5,7,107.84,22.105019713750053
1.5,8,153.46,29.413679377427044
1.5,9,201.04,36.45085016542902
1.5,10,233.62,38.97090608359352
1.5,11,255.63,40.61695937032971
1.5,12,267.89,41.43482084151083
1.5,13,273.14,41.30679445475437
1.5,14,275.66,40.87608543093063
1.5,15,277.43,40.413707047934
1.5,16,278.0,40.25120466832672
1.5,17,279.05,39.95207364780305
1.5,18,279.17,39.928894650045265
1.5,19,279.34,39.873857919395334
1.5,20,279.45,39.842981871578615
1.5,21,279.49,39.82897656290163
1.5,22,279.43,39.854401927454404
1.5,23,279.58,39.80015840175827
1.5,24,279.64,39.78305643355583
1.5,25,279.25,39.90152274873003
1.5,26,279.49,39.83067569021176
1.5,27,279.23,39.90784893675891
1.5,28,279.33,39.876866848857276
1.5,29,279.33,39.876866848857276
1.5,30,279.33,39.876866848857276
1.5,31,279.33,39.876866848857276
1.5,32,279.33,39.876866848857276
1.5,33,279.33,39.876866848857276
1.5,34,279.33,39.876866848857276
1.5,35,279.33,39.876866848857276
1.5,36,279.33,39.876866848857276
1.5,37,279.33,39.876866848857276
1.5,38,279.33,39.876866848857276
1.5,39,279.33,39.876866848857276
1.5,40,279.33,39.876866848857276
1.5,41,279.33,39.876866848857276
1.5,42,279.33,39.876866848857276
1.5,43,279.33,39.876866848857276
1.5,44,279.33,39.876866848857276
1.5,45,279.33,39.876866848857276
1.5,46,279.33,39.876866848857276
1.5,47,279.33,39.876866848857276
1.5,48,279.33,39.876866848857276
1.5,49,279.33,39.876866848857276
1.5,50,279.33,39.876866848857276
1.55,0,1.0,0.0
1.55,1,2.27,0.31935089737512423
1.55,2,4.92,0.8845864375729695
1.55,3,10.26,2.0905897800886475
1.55,4,22.17,4.683486003698391
1.55,5,43.49,8.996578989332612
1.55,6,76.54,15.342709241187677
1.55,7,121.37,22.797665485715186
1.55,8,168.77,30.760834700086377
1.55,9,214.17,37.9730893711218
1.55,10,241.72,41.04179787515801
1.55,11,255.82,42.48089018328008
1.55,12,263.21,41.88531778572445
1.55,13,265.96,41.48206424824863
1.55,14,267.71,41.42281586842785
1.55,15,270.05,41.562957394659634
1.55,16,272.6,41.52129776037776
1.55,17,272.54,41.53980461063901
1.55,18,273.18,41.338399111988394
1.55,19,273.95,41.11108097081103
1.55,20,273.88,41.134087142370845
1.55,21,274.06,41.08117179942704
1.55,22,274.07,41.07583259649226
1.55,23,274.15,41.05633347844264
1.55,24,274.32,41.00665045290407
1.55,25,274.42,40.97875140987608
1.55,26,274.17,41.050251519756955
1.55,27,274.23,41.03251379242053
1.55,28,274.15,41.05578401877381
1.55,29,274.14,41.058913335677346
1.55,30,274.14,41.058913335677346
1.55,31,274.14,41.058913335677346
1.55,32,274.14,41.058913335677346
1.55,33,274.14,41.058913335677346
1.55,34,274.14,41.058913335677346
1.55,35,274.14,41.058913335677346
1.55,36,274.14,41.058913335677346
1.55,37,274.14,41.058913335677346
1.55,38,274.14,41.058913335677346
1.55,39,274.14,41.058913335677346
1.55,40,274.14,41.058913335677346
1.55,41,274.14,41.058913335677346
1.55,42,274.14,41.058913335677346
1.55,43,274.14,41.058913335677346
1.55,44,274.14,41.058913335677346
1.55,45,274.14,41.058913335677346
1.55,46,274.14,41.058913335677346
1.55,47,274.14,41.058913335677346
1.55,48,274.14,41.058913335677346
1.55,49,274.14,41.058913335677346
1.55,50,274.14,41.058913335677346
1.6,0,1.0,0.0
1.6,1,2.51,0.33286053887544753
1.6,2,5.75,1.0117305338490814
1.6,3,12.88,2.5815618722539586
1.6,4,27.92,5.814951625255539
1.6,5,54.45,11.069437251531113
1.6,6,92.59,17.85096521420961
1.6,7,138.38,25.855316438232222
1.6,8,186.64,33.96327433718943
1.6,9,229.64,40.06256004554231
1.6,10,255.46,43.5103306617394
1.6,11,266.39,44.069298822544624
1.6,12,269.5,44.320457337226514
1.6,13,271.9,43.693589831981825
1.6,14,272.68,43.420412820804245
1.6,15,274.46,42.97078426626118
1.6,16,274.64,42.894395605669985
1.6,17,274.99,42.77999616575727
1.6,18,276.3,42.45544182656454
1.6,19,276.18,42.49116594254147
1.6,20,276.19,42.4844872159949
1.6,21,276.0,42.53563882166384
1.6,22,276.24,42.47042040767599
1.6,23,276.04,42.52931973573064
