lambda,turn,seedPopulation,error
1.6,6,16.9292,0.5353029357267864
1.6,7,25.8294,0.7711149736312244
1.6,8,36.0111,0.970026323463614
1.6,9,45.1642,1.0937627713139975
1.6,10,52.039,1.159679111579635
1.6,11,56.686,1.190482486554231
1.6,12,59.6245,1.2050952635307866
1.6,13,61.3986,1.2117533116720125
1.6,14,62.4227,1.2153357801119142
1.6,15,63.021,1.2166985703412365
1.6,16,63.3881,1.2181760674145181
1.6,17,63.578,1.2190255572836577
1.6,18,63.6679,1.2190774514098521
1.6,19,63.7236,1.219201968936467
1.6,20,63.7581,1.2192283028553632
1.6,21,63.7752,1.2191362446584648
1.6,22,63.799,1.21913813151086
1.6,23,63.8147,1.2192436432937157
1.6,24,63.8181,1.2192927950704586
1.6,25,63.8181,1.2192927950704586
1.6,26,63.8181,1.2192927950704586
1.6,27,63.8181,1.2192927950704586
1.6,28,63.8181,1.2192927950704586
1.6,29,63.8181,1.2192927950704586
1.6,30,63.8181,1.2192927950704586
1.6,31,63.8181,1.2192927950704586
1.6,32,63.8181,1.2192927950704586
1.6,33,63.8181,1.2192927950704586
1.6,34,63.8181,1.2192927950704586
1.6,35,63.8181,1.2192927950704586
1.6,36,63.8181,1.2192927950704586
1.6,37,63.8181,1.2192927950704586
1.6,38,63.8181,1.2192927950704586
1.6,39,63.8181,1.2192927950704586
1.6,40,63.8181,1.2192927950704586
1.6,41,63.8181,1.2192927950704586
1.6,42,63.8181,1.2192927950704586
1.6,43,63.8181,1.2192927950704586
1.6,44,63.8181,1.2192927950704586
1.6,45,63.8181,1.2192927950704586
1.6,46,63.8181,1.2192927950704586
1.6,47,63.8181,1.2192927950704586
1.6,48,63.8181,1.2192927950704586
1.6,49,63.8181,1.2192927950704586
1.65,0,1.0,0.0
1.65,1,1.6431,0.0327315079044701
1.65,2,2.7363,0.06910121112468026
1.65,3,4.5141,0.125678830102272
1.65,4,7.4293,0.21837777156440996
1.65,5,12.2418,0.37169523231616
1.65,6,20.115,0.6072838528975772
1.65,7,30.6934,0.8560077995492676
1.65,8,41.6381,1.0322534710904492
1.65,9,50.6318,1.1261483969046608
1.65,10,56.8994,1.1704682520127108
1.65,11,60.7571,1.1881630495414797
1.65,12,62.978,1.1940423690625934
1.65,13,64.3206,1.195913527616355
1.65,14,65.1623,1.1969529722596164
1.65,15,65.6545,1.1974828834736826
1.65,16,65.9391,1.1978288120031095
1.65,17,66.0994,1.1980526617946765
1.65,18,66.186,1.1982292257379612
1.65,19,66.2265,1.198395274675221
1.65,20,66.2397,1.198401654393379
1.65,21,66.2485,1.198413531093081
1.65,22,66.2527,1.198388809417196
1.65,23,66.2556,1.1983746430353222
1.65,24,66.2593,1.1982990649204197
1.65,25,66.2651,1.1982537051203792
1.65,26,66.2715,1.1983127754515124
1.65,27,66.2715,1.1983127754515124
1.65,28,66.2715,1.1983127754515124
1.65,29,66.2715,1.1983127754515124
1.65,30,66.2715,1.1983127754515124
1.65,31,66.2715,1.1983127754515124
1.65,32,66.2715,1.1983127754515124
1.65,33,66.2715,1.1983127754515124
1.65,34,66.2715,1.1983127754515124
1.65,35,66.2715,1.1983127754515124
1.65,36,66.2715,1.1983127754515124
1.65,37,66.2715,1.1983127754515124
1.65,38,66.2715,1.1983127754515124
1.65,39,66.2715,1.1983127754515124
1.65,40,66.2715,1.1983127754515124
1.65,41,66.2715,1.1983127754515124
1.65,42,66.2715,1.1983127754515124
1.65,43,66.2715,1.1983127754515124
1.65,44,66.2715,1.1983127754515124
1.65,45,66.2715,1.1983127754515124
1.65,46,66.2715,1.1983127754515124
1.65,47,66.2715,1.1983127754515124
1.65,48,66.2715,1.1983127754515124
1.65,49,66.2715,1.1983127754515124
1.7,0,1.0,0.0
1.7,1,1.7081,0.033339773625387537
1.7,2,2.8845,0.07110669868806596
1.7,3,4.8774,0.13357002341595958
1.7,4,8.2965,0.23883173165437377
1.7,5,14.0916,0.4170643972105008
1.7,6,23.3981,0.6728130321265731
1.7,7,35.5988,0.9230764686778343
1.7,8,47.1433,1.0727496170970596
1.7,9,55.785,1.1409512472430876
1.7,10,61.2909,1.167629099198379
1.7,11,64.3998,1.1753842898139055
1.7,12,66.1417,1.1772775408118292
1.7,13,67.1214,1.1774626173536547
1.7,14,67.684,1.178025658794212
1.7,15,67.9715,1.1786974312702938
1.7,16,68.09,1.1789896565593665
1.7,17,68.1423,1.1790536831786795
1.7,18,68.1636,1.1790904245094822
1.7,19,68.1736,1.1790807536820154
1.7,20,68.1758,1.1791141311838942
1.7,21,68.1795,1.1790234723259232
1.7,22,68.1845,1.1789428225699083
1.7,23,68.1909,1.1789418088386583
1.7,24,68.1955,1.1789294901515461
1.7,25,68.1979,1.1789022102367994
1.7,26,68.2009,1.1789136923744366
1.7,27,68.2018,1.1789270130318243
1.7,28,68.2018,1.1789270130318243
1.7,29,68.2018,1.1789270130318243
1.7,30,68.2018,1.1789270130318243
1.7,31,68.2018,1.1789270130318243
1.7,32,68.2018,1.1789270130318243
1.7,33,68.2018,1.1789270130318243
1.7,34,68.2018,1.1789270130318243
1.7,35,68.2018,1.1789270130318243
1.7,36,68.2018,1.1789270130318243
1.7,37,68.2018,1.1789270130318243
1.7,38,68.2018,1.1789270130318243
1.7,39,68.2018,1.1789270130318243
1.7,40,68.2018,1.1789270130318243
1.7,41,68.2018,1.1789270130318243
1.7,42,68.2018,1.1789270130318243
1.7,43,68.2018,1.1789270130318243
1.7,44,68.2018,1.1789270130318243
1.7,45,68.2018,1.1789270130318243
1.7,46,68.2018,1.1789270130318243
1.7,47,68.2018,1.1789270130318243
1.7,48,68.2018,1.1789270130318243
1.7,49,68.2018,1.1789270130318243
1.75,0,1.0,0.0
1.75,1,1.7436,0.03404832310936845
1.75,2,3.0533,0.07476678609627552
1.75,3,5.3804,0.1446306841607985
1.75,4,9.3906,0.26480932342563435
1.75,5,16.3732,0.4695703062896115
1.75,6,27.6181,0.7521740240816328
1.75,7,41.0956,0.984219981800905
1.75,8,52.6848,1.0986371418739083
1.75,9,60.6936,1.1425878011409765
1.75,10,65.2732,1.1534981112525173
1.75,11,67.7351,1.1557291497006474
1.75,12,69.0305,1.1559752467979933
1.75,13,69.6707,1.1559565043148154
1.75,14,69.9875,1.1556069819471588
1.75,15,70.149,1.1554544939872784
1.75,16,70.2251,1.1552994520125424
1.75,17,70.2673,1.15501284620008
1.75,18,70.3074,1.1546937143913567
1.75,19,70.3381,1.154700748407052
1.75,20,70.35,1.1546245286967007
1.75,21,70.36,1.1546618507489228
1.75,22,70.3624,1.1546873250834437
1.75,23,70.3624,1.1546873250834437
1.75,24,70.3624,1.1546873250834437
1.75,25,70.3624,1.1546873250834437
1.75,26,70.3624,1.1546873250834437
1.75,27,70.3624,1.1546873250834437
1.75,28,70.3624,1.1546873250834437
1.75,29,70.3624,1.1546873250834437
1.75,30,70.3624,1.1546873250834437
1.75,31,70.3624,1.1546873250834437
1.75,32,70.3624,1.1546873250834437
1.75,33,70.3624,1.1546873250834437
1.75,34,70.3624,1.1546873250834437
1.75,35,70.3624,1.1546873250834437
1.75,36,70.3624,1.1546873250834437
1.75,37,70.3624,1.1546873250834437
1.75,38,70.3624,1.1546873250834437
1.75,39,70.3624,1.1546873250834437
1.75,40,70.3624,1.1546873250834437
1.75,41,70.3624,1.1546873250834437
1.75,42,70.3624,1.1546873250834437
1.75,43,70.3624,1.1546873250834437
1.75,44,70.3624,1.1546873250834437
1.75,45,70.3624,1.1546873250834437
1.75,46,70.3624,1.1546873250834437
1.75,47,70.3624,1.1546873250834437
1.75,48,70.3624,1.1546873250834437
1.75,49,70.3624,1.1546873250834437
1.8,0,1.0,0.0
1.8,1,1.8021,0.03435557261861111
1.8,2,3.1999,0.076161570929139
1.8,3,5.7412,0.15008759148039452
1.8,4,10.4479,0.287045967625275
1.8,5,18.6619,0.5196878379473908
1.8,6,31.6214,0.8094001095047787
1.8,7,46.3115,1.0182386060202475
1.8,8,57.9308,1.108721496706103
1.8,9,64.8768,1.1288947481460951
1.8,10,68.7411,1.1307043552582599
1.8,11,70.7441,1.1291353388174485
1.8,12,71.7114,1.1265886194283041
1.8,13,72.2179,1.1247464230862647
1.8,14,72.5168,1.1240711660060043
1.8,15,72.666,1.1239704420646746
1.8,16,72.7167,1.123844993587653
1.8,17,72.748,1.1237304122185776
1.8,18,72.7624,1.1237020267728184
1.8,19,72.7722,1.1236101965360916
1.8,20,72.78,1.123668209360531
1.8,21,72.78,1.123668209360531
1.8,22,72.78,1.123668209360531
1.8,23,72.78,1.123668209360531
1.8,24,72.78,1.123668209360531
1.8,25,72.78,1.123668209360531
1.8,26,72.78,1.123668209360531
1.8,27,72.78,1.123668209360531
1.8,28,72.78,1.123668209360531
1.8,29,72.78,1.123668209360531
1.8,30,72.78,1.123668209360531
1.8,31,72.78,1.123668209360531
1.8,32,72.78,1.123668209360531
1.8,33,72.78,1.123668209360531
1.8,34,72.78,1.123668209360531
1.8,35,72.78,1.123668209360531
1.8,36,72.78,1.123668209360531
1.8,37,72.78,1.123668209360531
1.8,38,72.78,1.123668209360531
1.8,39,72.78,1.123668209360531
1.8,40,72.78,1.123668209360531
1.8,41,72.78,1.123668209360531
1.8,42,72.78,1.123668209360531
1.8,43,72.78,1.123668209360531
1.8,44,72.78,1.123668209360531
1.8,45,72.78,1.123668209360531
1.8,46,72.78,1.123668209360531
1.8,47,72.78,1.123668209360531
1.8,48,72.78,1.123668209360531
1.8,49,72.78,1.123668209360531
1.85,0,1.0,0.0
1.85,1,1.8451,0.03552689621561855
1.85,2,3.3977,0.08069927565056867
1.85,3,6.2857,0.16327725725526943
1.85,4,11.6172,0.3140394044595034
1.85,5,21.3659,0.580709400886402
1.85,6,36.0644,0.8803948875681087
1.85,7,50.8702,1.051521212967458
1.85,8,61.5888,1.1080891682425573
1.85,9,67.7578,1.115747375704629
1.85,10,71.0354,1.1114403912839776
1.85,11,72.6938,1.108752803069308
1.85,12,73.4428,1.1071543387770504
1.85,13,73.7719,1.1061564988103783
1.85,14,73.9339,1.1053411273163505
1.85,15,74.0282,1.1051725842700648
1.85,16,74.0659,1.1051764722547972
1.85,17,74.0774,1.1051952185541722
1.85,18,74.0774,1.1051952185541722
1.85,19,74.0774,1.1051952185541722
1.85,20,74.0774,1.1051952185541722
1.85,21,74.0774,1.1051952185541722
1.85,22,74.0774,1.1051952185541722
1.85,23,74.0774,1.1051952185541722
1.85,24,74.0774,1.1051952185541722
1.85,25,74.0774,1.1051952185541722
1.85,26,74.0774,1.1051952185541722
1.85,27,74.0774,1.1051952185541722
1.85,28,74.0774,1.1051952185541722
1.85,29,74.0774,1.1051952185541722
1.85,30,74.0774,1.1051952185541722
1.85,31,74.0774,1.1051952185541722
1.85,32,74.0774,1.1051952185541722
1.85,33,74.0774,1.1051952185541722
1.85,34,74.0774,1.1051952185541722
1.85,35,74.0774,1.1051952185541722
1.85,36,74.0774,1.1051952185541722
1.85,37,74.0774,1.1051952185541722
1.85,38,74.0774,1.1051952185541722
1.85,39,74.0774,1.1051952185541722
1.85,40,74.0774,1.1051952185541722
1.85,41,74.0774,1.1051952185541722
1.85,42,74.0774,1.1051952185541722
1.85,43,74.0774,1.1051952185541722
1.85,44,74.0774,1.1051952185541722
1.85,45,74.0774,1.1051952185541722
1.85,46,74.0774,1.1051952185541722
1.85,47,74.0774,1.1051952185541722
1.85,48,74.0774,1.1051952185541722
1.85,49,74.0774,1.1051952185541722
1.9,0,1.0,0.0
1.9,1,1.8825,0.035136178843773624
1.9,2,3.6085,0.08362376476487032
1.9,3,6.8882,0.1732974247708734
1.9,4,13.0731,0.3445448344655482
1.9,5,24.4533,0.634088200811771
1.9,6,40.9529,0.9281014603001836
1.9,7,56.1707,1.062085409882954
1.9,8,66.2702,1.093435319709144
1.9,9,71.4451,1.090562015302737
1.9,10,73.9199,1.0844452094396928
1.9,11,74.9856,1.0799849278645155
1.9,12,75.5089,1.0779488093205742
1.9,13,75.7545,1.0770642979952498
1.9,14,75.8463,1.0768356842538083
1.9,15,75.8795,1.0766323066117565
1.9,16,75.8982,1.0766585767014192
1.9,17,75.899,1.0766689179984468
1.9,18,75.899,1.0766689179984468
1.9,19,75.899,1.0766689179984468
1.9,20,75.899,1.0766689179984468
1.9,21,75.899,1.0766689179984468
1.9,22,75.899,1.0766689179984468
1.9,23,75.899,1.0766689179984468
1.9,24,75.899,1.0766689179984468
1.9,25,75.899,1.0766689179984468
1.9,26,75.899,1.0766689179984468
1.9,27,75.899,1.0766689179984468
1.9,28,75.899,1.0766689179984468
1.9,29,75.899,1.0766689179984468
1.9,30,75.899,1.0766689179984468
1.9,31,75.899,1.0766689179984468
1.9,32,75.899,1.0766689179984468
1.9,33,75.899,1.0766689179984468
1.9,34,75.899,1.0766689179984468
1.9,35,75.899,1.0766689179984468
1.9,36,75.899,1.0766689179984468
1.9,37,75.899,1.0766689179984468
1.9,38,75.899,1.0766689179984468
1.9,39,75.899,1.0766689179984468
1.9,40,75.899,1.0766689179984468
1.9,41,75.899,1.0766689179984468
1.9,42,75.899,1.0766689179984468
1.9,43,75.899,1.0766689179984468
1.9,44,75.899,1.0766689179984468
1.9,45,75.899,1.0766689179984468
1.9,46,75.899,1.0766689179984468
1.9,47,75.899,1.0766689179984468
1.9,48,75.899,1.0766689179984468
1.9,49,75.899,1.0766689179984468
1.95,0,1.0,0.0
1.95,1,1.9404,0.03579056969564043
1.95,2,3.7797,0.08640119368556087
1.95,3,7.3417,0.18215018601699118
1.95,4,14.3288,0.37003515186544433
1.95,5,27.3251,0.6854839850325227
1.95,6,45.2679,0.970526654793268
1.95,7,60.0519,1.0716951971568704
1.95,8,68.9042,1.0822893045682633
1.95,9,73.3554,1.0732515086496335
1.95,10,75.4052,1.0640958217233134
1.95,11,76.3824,1.0595257244685286
1.95,12,76.8207,1.0574148407898463
1.95,13,77.0077,1.0565238711258758
1.95,14,77.0896,1.0562182866836736
1.95,15,77.1164,1.0561429907227904
1.95,16,77.1245,1.0561251958493045
1.95,17,77.1273,1.0560792382328401
1.95,18,77.1307,1.0560896430046967
1.95,19,77.1307,1.0560896430046967
1.95,20,77.1307,1.0560896430046967
1.95,21,77.1307,1.0560896430046967
1.95,22,77.1307,1.0560896430046967
1.95,23,77.1307,1.0560896430046967
1.95,24,77.1307,1.0560896430046967
1.95,25,77.1307,1.0560896430046967
1.95,26,77.1307,1.0560896430046967
1.95,27,77.1307,1.0560896430046967
1.95,28,77.1307,1.0560896430046967
1.95,29,77.1307,1.0560896430046967
1.95,30,77.1307,1.0560896430046967
1.95,31,77.1307,1.0560896430046967
1.95,32,77.1307,1.0560896430046967
1.95,33,77.1307,1.0560896430046967
1.95,34,77.1307,1.0560896430046967
1.95,35,77.1307,1.0560896430046967
1.95,36,77.1307,1.0560896430046967
1.95,37,77.1307,1.0560896430046967
1.95,38,77.1307,1.0560896430046967
1.95,39,77.1307,1.0560896430046967
1.95,40,77.1307,1.0560896430046967
1.95,41,77.1307,1.0560896430046967
1.95,42,77.1307,1.0560896430046967
1.95,43,77.1307,1.0560896430046967
1.95,44,77.1307,1.0560896430046967
1.95,45,77.1307,1.0560896430046967
1.95,46,77.1307,1.0560896430046967
1.95,47,77.1307,1.0560896430046967
1.95,48,77.1307,1.0560896430046967
1.95,49,77.1307,1.0560896430046967
2.0,0,1.0,0.0
2.0,1,2.0099,0.036442313647802704
2.0,2,4.0207,0.08986902515719564
2.0,3,8.0558,0.19402969411050908
2.0,4,16.1216,0.4028750304830204
2.0,5,31.1738,0.7385992761593734
2.0,6,50.4955,0.989183778450851
2.0,7,65.285,1.059013735072611
2.0,8,72.9184,1.0507311141893325
2.0,9,76.4115,1.0354938779996417
2.0,10,77.9718,1.0272140519822557
2.0,11,78.6179,1.0238222904500418
2.0,12,78.851,1.0224821822001218
2.0,13,78.9421,1.021853251961062
2.0,14,78.9948,1.0214601630967337
2.0,15,79.0088,1.0214666422095888
2.0,16,79.0127,1.0214678815914766
2.0,17,79.0127,1.0214678815914766
2.0,18,79.0127,1.0214678815914766
2.0,19,79.0127,1.0214678815914766
2.0,20,79.0127,1.0214678815914766
2.0,21,79.0127,1.0214678815914766
2.0,22,79.0127,1.0214678815914766
2.0,23,79.0127,1.0214678815914766
2.0,24,79.0127,1.0214678815914766
2.0,25,79.0127,1.0214678815914766
2.0,26,79.0127,1.0214678815914766
2.0,27,79.0127,1.0214678815914766
2.0,28,79.0127,1.0214678815914766
2.0,29,79.0127,1.0214678815914766
2.0,30,79.0127,1.0214678815914766
2.0,31,79.0127,1.0214678815914766
2.0,32,79.0127,1.0214678815914766
2.0,33,79.0127,1.0214678815914766
2.0,34,79.0127,1.0214678815914766
2.0,35,79.0127,1.0214678815914766
2.0,36,79.0127,1.0214678815914766
2.0,37,79.0127,1.0214678815914766
2.0,38,79.0127,1.0214678815914766
2.0,39,79.0127,1.0214678815914766
2.0,40,79.0127,1.0214678815914766
2.0,41,79.0127,1.0214678815914766
2.0,42,79.0127,1.0214678815914766
2.0,43,79.0127,1.0214678815914766
2.0,44,79.0127,1.0214678815914766
2.0,45,79.0127,1.0214678815914766
2.0,46,79.0127,1.0214678815914766
2.0,47,79.0127,1.0214678815914766
2.0,48,79.0127,1.0214678815914766
2.0,49,79.0127,1.0214678815914766
2.05,0,1.0,0.0
2.05,1,2.0399,0.03662669852775258
2.05,2,4.1994,0.09282796945070171
2.05,3,8.6309,0.20441873725252968
2.05,4,17.6911,0.4309442337853291
2.05,5,34.669,0.786383617627898
2.05,6,54.8506,1.0087341153705296
2.05,7,68.6226,1.042545191399796
2.05,8,75.3988,1.0245818682766554
2.05,9,78.3419,1.009752686227415
2.05,10,79.4834,1.002808069676064
2.05,11,79.91,0.9995534404184241
2.05,12,80.1104,0.9978790022244226
2.05,13,80.1973,0.9972897804240688
2.05,14,80.227,0.9970451549737618
2.05,15,80.2413,0.9970306490292131
2.05,16,80.2432,0.9969715470891174
2.05,17,80.2488,0.9969370882361801
2.05,18,80.2488,0.9969370882361801
2.05,19,80.2488,0.9969370882361801
2.05,20,80.2488,0.9969370882361801
2.05,21,80.2488,0.9969370882361801
2.05,22,80.2488,0.9969370882361801
2.05,23,80.2488,0.9969370882361801
2.05,24,80.2488,0.9969370882361801
2.05,25,80.2488,0.9969370882361801
2.05,26,80.2488,0.9969370882361801
2.05,27,80.2488,0.9969370882361801
2.05,28,80.2488,0.9969370882361801
2.05,29,80.2488,0.9969370882361801
2.05,30,80.2488,0.9969370882361801
2.05,31,80.2488,0.9969370882361801
2.05,32,80.2488,0.9969370882361801
2.05,33,80.2488,0.9969370882361801
2.05,34,80.2488,0.9969370882361801
2.05,35,80.2488,0.9969370882361801
2.05,36,80.2488,0.9969370882361801
2.05,37,80.2488,0.9969370882361801
2.05,38,80.2488,0.9969370882361801
2.05,39,80.2488,0.9969370882361801
2.05,40,80.2488,0.9969370882361801
2.05,41,80.2488,0.9969370882361801
2.05,42,80.2488,0.9969370882361801
2.05,43,80.2488,0.9969370882361801
2.05,44,80.2488,0.9969370882361801
2.05,45,80.2488,0.9969370882361801
2.05,46,80.2488,0.9969370882361801
2.05,47,80.2488,0.9969370882361801
2.05,48,80.2488,0.9969370882361801
2.05,49,80.2488,0.9969370882361801
2.1,0,1.0,0.0
2.1,1,2.0794,0.037167848047522156
2.1,2,4.365,0.09496455955143723
2.1,3,9.2101,0.21620609275836422
2.1,4,19.2773,0.46340007110322645
2.1,5,38.0054,0.8286015572056158
2.1,6,58.5992,1.0127223205636042
2.1,7,71.6408,1.0252508553409854
2.1,8,77.5143,1.001448974542953
2.1,9,79.8322,0.9880966631971688
2.1,10,80.6334,0.981690217019505
2.1,11,80.9721,0.9792029653898027
2.1,12,81.0904,0.9783314472161209
2.1,13,81.1362,0.9779980698790212
2.1,14,81.1477,0.9778745344237905
2.1,15,81.1557,0.9778095225598662
2.1,16,81.1578,0.9778199862575008
2.1,17,81.1578,0.9778199862575008
2.1,18,81.1578,0.9778199862575008
2.1,19,81.1578,0.9778199862575008
2.1,20,81.1578,0.9778199862575008
2.1,21,81.1578,0.9778199862575008
2.1,22,81.1578,0.9778199862575008
2.1,23,81.1578,0.9778199862575008
2.1,24,81.1578,0.9778199862575008
2.1,25,81.1578,0.9778199862575008
2.1,26,81.1578,0.9778199862575008
2.1,27,81.1578,0.9778199862575008
2.1,28,81.1578,0.9778199862575008
2.1,29,81.1578,0.9778199862575008
2.1,30,81.1578,0.9778199862575008
2.1,31,81.1578,0.9778199862575008
2.1,32,81.1578,0.9778199862575008
2.1,33,81.1578,0.9778199862575008
2.1,34,81.1578,0.9778199862575008
2.1,35,81.1578,0.9778199862575008
2.1,36,81.1578,0.9778199862575008
2.1,37,81.1578,0.9778199862575008
2.1,38,81.1578,0.9778199862575008
2.1,39,81.1578,0.9778199862575008
2.1,40,81.1578,0.9778199862575008
2.1,41,81.1578,0.9778199862575008
2.1,42,81.1578,0.9778199862575008
2.1,43,81.1578,0.9778199862575008
2.1,44,81.1578,0.9778199862575008
2.1,45,81.1578,0.9778199862575008
2.1,46,81.1578,0.9778199862575008
2.1,47,81.1578,0.9778199862575008
2.1,48,81.1578,0.9778199862575008
2.1,49,81.1578,0.9778199862575008
2.15,0,1.0,0.0
2.15,1,2.1403,0.037256287054054926
2.15,2,4.6041,0.09697702519203766
2.15,3,9.8627,0.22309217107724244
2.15,4,21.1726,0.48879292046584055
2.15,5,41.9411,0.8593026129395867
2.15,6,62.9181,1.0119783266248845
2.15,7,74.5499,1.0011892008896126
2.15,8,79.4633,0.9750809409126902
2.15,9,81.2652,0.9600971974898869
2.15,10,81.9733,0.954053580258261
2.15,11,82.2472,0.9514682129630074
2.15,12,82.3504,0.9500892595744403
2.15,13,82.4104,0.9495041991115869
2.15,14,82.4362,0.9492987222987637
2.15,15,82.4426,0.9492279798419219
2.15,16,82.4467,0.9492166751548297
2.15,17,82.4467,0.9492166751548297
2.15,18,82.4467,0.9492166751548297
2.15,19,82.4467,0.9492166751548297
2.15,20,82.4467,0.9492166751548297
2.15,21,82.4467,0.9492166751548297
2.15,22,82.4467,0.9492166751548297
2.15,23,82.4467,0.9492166751548297
2.15,24,82.4467,0.9492166751548297
2.15,25,82.4467,0.9492166751548297
2.15,26,82.4467,0.9492166751548297
2.15,27,82.4467,0.9492166751548297
2.15,28,82.4467,0.9492166751548297
2.15,29,82.4467,0.9492166751548297
2.15,30,82.4467,0.9492166751548297
2.15,31,82.4467,0.9492166751548297
2.15,32,82.4467,0.9492166751548297
2.15,33,82.4467,0.9492166751548297
2.15,34,82.4467,0.9492166751548297
2.15,35,82.4467,0.9492166751548297
2.15,36,82.4467,0.9492166751548297
2.15,37,82.4467,0.9492166751548297
2.15,38,82.4467,0.9492166751548297
2.15,39,82.4467,0.9492166751548297
2.15,40,82.4467,0.9492166751548297
2.15,41,82.4467,0.9492166751548297
2.15,42,82.4467,0.9492166751548297
2.15,43,82.4467,0.9492166751548297
2.15,44,82.4467,0.9492166751548297
2.15,45,82.4467,0.9492166751548297
2.15,46,82.4467,0.9492166751548297
2.15,47,82.4467,0.9492166751548297
2.15,48,82.4467,0.9492166751548297
2.15,49,82.4467,0.9492166751548297
2.2,0,1.0,0.0
2.2,1,2.2055,0.03819243311406462
2.2,2,4.8552,0.10159951428307146
2.2,3,10.6235,0.23727813053958258
2.2,4,23.3407,0.5301362239754326
2.2,5,45.8869,0.8996007446541867
2.2,6,66.2132,1.0060966842190737
2.2,7,76.7811,0.9788193999602441
2.2,8,80.9673,0.9516317019510012
2.2,9,82.3964,0.9387289165536146
2.2,10,82.9273,0.9342529030205213
2.2,11,83.0851,0.9332495314866378
2.2,12,83.1217,0.9327837569410775
2.2,13,83.1439,0.9325106143871693
2.2,14,83.1499,0.9324493646880256
2.2,15,83.1544,0.9323704251462885
2.2,16,83.1577,0.9323080392723284
2.2,17,83.1624,0.932188755237874
2.2,18,83.1652,0.9321924146174752
2.2,19,83.1652,0.9321924146174752
2.2,20,83.1652,0.9321924146174752
2.2,21,83.1652,0.9321924146174752
2.2,22,83.1652,0.9321924146174752
2.2,23,83.1652,0.9321924146174752
2.2,24,83.1652,0.9321924146174752
2.2,25,83.1652,0.9321924146174752
2.2,26,83.1652,0.9321924146174752
2.2,27,83.1652,0.9321924146174752
2.2,28,83.1652,0.9321924146174752
2.2,29,83.1652,0.9321924146174752
2.2,30,83.1652,0.9321924146174752
2.2,31,83.1652,0.9321924146174752
2.2,32,83.1652,0.9321924146174752
2.2,33,83.1652,0.9321924146174752
2.2,34,83.1652,0.9321924146174752
2.2,35,83.1652,0.9321924146174752
2.2,36,83.1652,0.9321924146174752
2.2,37,83.1652,0.9321924146174752
2.2,38,83.1652,0.9321924146174752
2.2,39,83.1652,0.9321924146174752
2.2,40,83.1652,0.9321924146174752
2.2,41,83.1652,0.9321924146174752
2.2,42,83.1652,0.9321924146174752
2.2,43,83.1652,0.9321924146174752
2.2,44,83.1652,0.9321924146174752
2.2,45,83.1652,0.9321924146174752
2.2,46,83.1652,0.9321924146174752
2.2,47,83.1652,0.9321924146174752
2.2,48,83.1652,0.9321924146174752
2.2,49,83.1652,0.9321924146174752
2.25,0,1.0,0.0
2.25,1,2.2263,0.03894095353184435
2.25,2,5.0358,0.10649089680892754
2.25,3,11.3473,0.2543819990231029
2.25,4,25.4531,0.5762588995191571
2.25,5,49.3829,0.9291863874863893
2.25,6,68.9018,0.9989724111850506
2.25,7,78.3647,0.9640218287982236
2.25,8,81.7885,0.938061782564148
2.25,9,83.0253,0.9252815060706183
2.25,10,83.4878,0.9210039139703241
2.25,11,83.6198,0.9200725431985859
2.25,12,83.6545,0.9196574701572189
2.25,13,83.6686,0.9195649190541957
2.25,14,83.6698,0.9195729979123541
2.25,15,83.6698,0.9195729979123541
2.25,16,83.6698,0.9195729979123541
2.25,17,83.6698,0.9195729979123541
2.25,18,83.6698,0.9195729979123541
2.25,19,83.6698,0.9195729979123541
2.25,20,83.6698,0.9195729979123541
2.25,21,83.6698,0.9195729979123541
2.25,22,83.6698,0.9195729979123541
2.25,23,83.6698,0.9195729979123541
2.25,24,83.6698,0.9195729979123541
2.25,25,83.6698,0.9195729979123541
2.25,26,83.6698,0.9195729979123541
2.25,27,83.6698,0.9195729979123541
2.25,28,83.6698,0.9195729979123541
2.25,29,83.6698,0.9195729979123541
2.25,30,83.6698,0.9195729979123541
2.25,31,83.6698,0.9195729979123541
2.25,32,83.6698,0.9195729979123541
2.25,33,83.6698,0.9195729979123541
2.25,34,83.6698,0.9195729979123541
2.25,35,83.6698,0.9195729979123541
2.25,36,83.6698,0.9195729979123541
2.25,37,83.6698,0.9195729979123541
2.25,38,83.6698,0.9195729979123541
2.25,39,83.6698,0.9195729979123541
2.25,40,83.6698,0.9195729979123541
2.25,41,83.6698,0.9195729979123541
2.25,42,83.6698,0.9195729979123541
2.25,43,83.6698,0.9195729979123541
2.25,44,83.6698,0.9195729979123541
2.25,45,83.6698,0.9195729979123541
2.25,46,83.6698,0.9195729979123541
2.25,47,83.6698,0.9195729979123541
2.25,48,83.6698,0.9195729979123541
2.25,49,83.6698,0.9195729979123541
2.3,0,1.0,0.0
2.3,1,2.3081,0.03983446848057648
2.3,2,5.3484,0.109842185176519
2.3,3,12.2513,0.2669793932110309
2.3,4,27.9577,0.6104472592295984
2.3,5,53.5126,0.9424746613262585
2.3,6,72.4571,0.973670890600772
2.3,7,80.7674,0.926452539071235
2.3,8,83.6487,0.9013434739030686
2.3,9,84.5142,0.8921271649593621
2.3,10,84.7982,0.8884661005731118
2.3,11,84.9103,0.88648768256067
2.3,12,84.9821,0.8858522943302205
2.3,13,84.994,0.8856872718302213
2.3,14,84.9988,0.8856261541416472
2.3,15,84.9995,0.8856316610122406
2.3,16,84.9995,0.8856316610122406
